Ticker,Name,Sector,Industry,Price,Collection,Embedding_Dimension
CZFC,Citizens First Corporation,Financial,Regional - Southeast Banks,NA,stocks/czfc,
CZNC,Citizens & Northern Corp.,Financial,Regional - Mid-Atlantic Banks,WIKI/CZNC,stocks/cznc,1
CZWI,"Citizens Community Bancorp, Inc.",Financial,Regional - Midwest Banks,NA,stocks/czwi,
D,"Dominion Resources, Inc.",Utilities,Electric Utilities,WIKI/D,stocks/d,3
DAEG,Daegis Inc.,Technology,Application Software,NA,stocks/daeg,
CZR,Caesars Entertainment Corporation,Services,Resorts & Casinos,WIKI/CZR,stocks/czr,2
DAIO,Data I/O Corp.,Technology,Diversified Electronics,NA,stocks/daio,
DAL,Delta Air Lines Inc.,Services,Major Airlines,WIKI/DAL,stocks/dal,3
DAKT,Daktronics Inc.,Consumer Goods,Electronic Equipment,WIKI/DAKT,stocks/dakt,2
DAN,Dana Holding Corporation,Consumer Goods,Auto Parts,WIKI/DAN,stocks/dan,2
DAR,Darling International Inc.,Industrial Goods,Waste Management,WIKI/DAR,stocks/dar,2
DARA,"DARA BioSciences, Inc",Healthcare,Biotechnology,NA,stocks/dara,
DATA,"Tableau Software, Inc.",Technology,Application Software,WIKI/DATA,stocks/data,2
DAVE,Famous Dave's of America Inc.,Services,Restaurants,NA,stocks/dave,
DBD,"Diebold, Incorporated",Technology,Diversified Computer Systems,WIKI/DBD,stocks/dbd,2
DBLE,Double Eagle Petroleum Co.,,,NA,stocks/dble,
DBLEP,Double Eagle Petroleum Co.,,,NA,NA,
DCI,"Donaldson Company, Inc.",Industrial Goods,Pollution & Treatment Controls,WIKI/DCI,stocks/dci,3
DCO,Ducommun Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/DCO,stocks/dco,1
DCOM,Dime Community Bancshares Inc.,Financial,Savings & Loans,WIKI/DCOM,stocks/dcom,2
DCT,DCT Industrial Trust Inc.,Financial,REIT - Industrial,NA,stocks/dct,
DCTH,"Delcath Systems, Inc.",Healthcare,Drug Delivery,NA,stocks/dcth,
DD,E. I. du Pont de Nemours and Company,Basic Materials,Agricultural Chemicals,WIKI/DD,stocks/dd,3
DDD,3D Systems Corp.,Technology,Computer Peripherals,WIKI/DDD,stocks/ddd,2
DDDC,"deltathree, Inc.",Technology,Diversified Communication Services,NA,stocks/dddc,
DDE,Dover Downs Gaming & Entertainment Inc.,Services,Gaming Activities,NA,stocks/dde,
DDR,DDR Corp.,Financial,REIT - Retail,NA,stocks/ddr,
DDS,Dillard's Inc.,Services,Department Stores,WIKI/DDS,stocks/dds,2
DE,Deere & Company,Industrial Goods,Farm & Construction Machinery,WIKI/DE,stocks/de,2
DECK,Deckers Outdoor Corp.,Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/DECK,stocks/deck,2
DEER,"Deer Consumer Products, Inc.",Consumer Goods,Home Furnishings & Fixtures,NA,stocks/deer,
DEI,Douglas Emmett Inc,Financial,REIT - Diversified,NA,stocks/dei,
DEL,Deltic Timber Corporation,Industrial Goods,"Lumber, Wood Production",WIKI/DEL,stocks/del,2
DENN,Denny's Corporation,Services,Restaurants,WIKI/DENN,stocks/denn,2
DEPO,DepoMed Inc.,Healthcare,Drug Manufacturers - Other,WIKI/DEPO,stocks/depo,2
DEST,Destination Maternity Corporation,Services,Apparel Stores,WIKI/DEST,stocks/dest,3
DF,Dean Foods Company,Consumer Goods,Dairy Products,WIKI/DF,stocks/df,3
DFS,Discover Financial Services,Financial,Credit Services,WIKI/DFS,stocks/dfs,3
DFT,"DuPont Fabros Technology, Inc.",Financial,REIT - Office,NA,stocks/dft,
DFZ,R.G. Barry Corporation,Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/DFZ,stocks/dfz,2
DG,Dollar General Corporation,Services,"Discount, Variety Stores",WIKI/DG,stocks/dg,3
DGI,"DigitalGlobe, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/DGI,stocks/dgi,2
DGAS,"Delta Natural Gas Company, Inc.",Utilities,Gas Utilities,WIKI/DGAS,stocks/dgas,4
DGICA,Donegal Group Inc.,,,WIKI/DGICA,stocks/dgica,2
DGICB,Donegal Group Inc.,Financial,Property & Casualty Insurance,NA,stocks/dgicb,
DGII,Digi International Inc.,Technology,Networking & Communication Devices,WIKI/DGII,stocks/dgii,2
DGIT,"Digital Generation, Inc.",,,NA,stocks/dgit,
DGLY,Digital Ally Inc.,Technology,Scientific & Technical Instruments,NA,stocks/dgly,
DGSE,DGSE Companies Inc.,Services,Jewelry Stores,NA,stocks/dgse,
DGX,Quest Diagnostics Inc.,Healthcare,Medical Laboratories & Research,WIKI/DGX,stocks/dgx,2
DHI,DR Horton Inc.,Industrial Goods,Residential Construction,WIKI/DHI,stocks/dhi,3
DHIL,Diamond Hill Investment Group Inc.,Financial,Asset Management,WIKI/DHIL,stocks/dhil,2
DHR,Danaher Corp.,Industrial Goods,Diversified Machinery,WIKI/DHR,stocks/dhr,2
DHX,"Dice Holdings, Inc.",Services,Staffing & Outsourcing Services,WIKI/DHX,stocks/dhx,2
DHRM,Dehaier Medical Systems Limited,Healthcare,Medical Appliances & Equipment,NA,stocks/dhrm,
DIET,Ediets.com Inc.,,,NA,stocks/diet,
DIN,"DineEquity, Inc.",Services,Restaurants,WIKI/DIN,stocks/din,2
DIOD,Diodes Incorporated,Technology,Semiconductor - Integrated Circuits,WIKI/DIOD,stocks/diod,3
DISCA,"Discovery Communications, Inc.",Services,CATV Systems,WIKI/DISCA,stocks/disca,3
DISCB,"Discovery Communications, Inc.",,,NA,NA,
DISCK,"Discovery Communications, Inc.",,,NA,NA,
DISH,Dish Network Corp.,Services,CATV Systems,WIKI/DISH,stocks/dish,3
DIS,The Walt Disney Company,Services,Entertainment - Diversified,WIKI/DIS,stocks/dis,2
DJCO,Daily Journal Corp.,Services,Publishing - Newspapers,WIKI/DJCO,stocks/djco,2
DIT,AMCON Distributing Co.,Services,Food Wholesale,NA,stocks/dit,
DK,"Delek US Holdings, Inc.",Basic Materials,Oil & Gas Refining & Marketing,WIKI/DK,stocks/dk,2
DKL,"Delek Logistics Partners, LP",Basic Materials,Independent Oil & Gas,NA,stocks/dkl,
DKS,Dick's Sporting Goods Inc.,Services,Sporting Goods Stores,WIKI/DKS,stocks/dks,2
DLB,"Dolby Laboratories, Inc.",Technology,Diversified Electronics,WIKI/DLB,stocks/dlb,2
DLA,Delta Apparel Inc.,Consumer Goods,Textile - Apparel Clothing,NA,stocks/dla,
DLGC,"Dialogic, Inc.",Technology,Communication Equipment,NA,stocks/dlgc,
DLLR,DFC Global Corp.,Financial,Credit Services,WIKI/DLLR,stocks/dllr,2
DLIA,"dELiA*s, Inc.",Services,Catalog & Mail Order Houses,NA,stocks/dlia,
DLHC,DLH Holdings Corp.,Services,Staffing & Outsourcing Services,NA,stocks/dlhc,
DLPH,Delphi Automotive PLC,Consumer Goods,Auto Parts,WIKI/DLPH,stocks/dlph,3
DLR,Digital Realty Trust Inc.,Financial,REIT - Office,NA,NA,
DLTR,"Dollar Tree, Inc.",Services,"Discount, Variety Stores",WIKI/DLTR,stocks/dltr,2
DLX,Deluxe Corp.,Services,Business Services,WIKI/DLX,stocks/dlx,3
DMD,"Demand Media, Inc.",Technology,Internet Software & Services,WIKI/DMD,stocks/dmd,2
DMLP,Dorchester Minerals LP,Financial,Diversified Investments,NA,stocks/dmlp,
DMRC,Digimarc Corporation,Technology,Information Technology Services,WIKI/DMRC,stocks/dmrc,3
DMND,"Diamond Foods, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/DMND,stocks/dmnd,2
DNB,Dun & Bradstreet Corp.,Technology,Information & Delivery Services,WIKI/DNB,stocks/dnb,2
DNDN,Dendreon Corp.,Healthcare,Biotechnology,WIKI/DNDN,stocks/dndn,2
DNKN,"Dunkin' Brands Group, Inc.",Services,Restaurants,WIKI/DNKN,stocks/dnkn,3
DNR,Denbury Resources Inc.,Basic Materials,Independent Oil & Gas,WIKI/DNR,stocks/dnr,2
DO,"Diamond Offshore Drilling, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,WIKI/DO,stocks/do,2
DNBF,DNB Financial Corp.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/dnbf,
DORM,"Dorman Products, Inc.",Consumer Goods,Auto Parts,WIKI/DORM,stocks/dorm,2
DOV,Dover Corporation,Industrial Goods,Diversified Machinery,WIKI/DOV,stocks/dov,2
DOW,The Dow Chemical Company,Basic Materials,Chemicals - Major Diversified,WIKI/DOW,stocks/dow,2
DPS,"Dr Pepper Snapple Group, Inc.",Consumer Goods,Beverages - Soft Drinks,WIKI/DPS,stocks/dps,3
DPM,DCP Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,NA,stocks/dpm,
DPW,Digital Power Corp.,Technology,Diversified Electronics,NA,stocks/dpw,
DRAD,Digirad Corporation,Healthcare,Medical Appliances & Equipment,NA,stocks/drad,
DRAM,Dataram Corporation,Technology,Data Storage Devices,NA,stocks/dram,
DRC,Dresser-Rand Group Inc.,Industrial Goods,Diversified Machinery,WIKI/DRC,stocks/drc,3
DRCO,Dynamics Research Corporation,,,NA,stocks/drco,
DRE,Duke Realty Corporation,Financial,REIT - Industrial,NA,stocks/dre,
DPZ,"Domino's Pizza, Inc.",Services,Restaurants,WIKI/DPZ,stocks/dpz,2
DRIV,Digital River Inc.,Technology,Internet Software & Services,WIKI/DRIV,stocks/driv,2
DRH,Diamondrock Hospitality Co.,Financial,REIT - Hotel/Motel,NA,stocks/drh,
DRI,"Darden Restaurants, Inc.",Services,Restaurants,WIKI/DRI,stocks/dri,3
DRL,Doral Financial Corporation,Financial,Money Center Banks,WIKI/DRL,stocks/drl,3
DRQ,"Dril-Quip, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/DRQ,stocks/drq,2
DRRX,DURECT Corporation,Healthcare,Drug Manufacturers - Other,NA,stocks/drrx,
DRTX,"Durata Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/DRTX,stocks/drtx,2
DSCI,Derma Sciences Inc.,Healthcare,Medical Instruments & Supplies,WIKI/DSCI,stocks/dsci,2
DSCO,Discovery Laboratories Inc.,Healthcare,Biotechnology,NA,stocks/dsco,
DSPG,DSP Group Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/DSPG,stocks/dspg,2
DSKX,"DS Healthcare Group, Inc.",Consumer Goods,Personal Products,NA,NA,
DSS,"Document Security Systems, Inc.",Services,Business Services,NA,stocks/dss,
DSTI,DayStar Technologies Inc.,Technology,Semiconductor - Specialized,NA,stocks/dsti,
DSW,DSW Inc.,Services,Apparel Stores,WIKI/DSW,stocks/dsw,2
DTE,DTE Energy Company,Utilities,Electric Utilities,WIKI/DTE,stocks/dte,3
DTLK,Datalink Corporation,Technology,Data Storage Devices,WIKI/DTLK,stocks/dtlk,2
DTSI,DTS Inc.,Technology,Application Software,WIKI/DTSI,stocks/dtsi,2
DTV,DIRECTV,Services,CATV Systems,WIKI/DTV,stocks/dtv,2
DUK,Duke Energy Corporation,Utilities,Diversified Utilities,WIKI/DUK,stocks/duk,3
DVA,DaVita HealthCare Partners Inc.,Healthcare,Specialized Health Services,WIKI/DVA,stocks/dva,2
DV,DeVry Education Group Inc.,Services,Education & Training Services,WIKI/DV,stocks/dv,3
DVAX,Dynavax Technologies Corporation,Healthcare,Drug Manufacturers - Other,WIKI/DVAX,stocks/dvax,2
DVCR,Diversicare Healthcare Services Inc.,Healthcare,Long-Term Care Facilities,NA,NA,
DVD,Dover Motorsports Inc.,Services,Sporting Activities,NA,stocks/dvd,
DVN,Devon Energy Corporation,Basic Materials,Independent Oil & Gas,WIKI/DVN,stocks/dvn,2
DVR,Cal Dive International Inc,Basic Materials,Oil & Gas Equipment & Services,WIKI/DVR,stocks/dvr,2
DWA,DreamWorks Animation SKG Inc.,Services,"Movie Production, Theaters",WIKI/DWA,stocks/dwa,3
DW,Drew Industries Incorporated,Consumer Goods,Recreational Vehicles,WIKI/DW,stocks/dw,2
DWCH,Datawatch Corporation,Technology,Business Software & Services,NA,stocks/dwch,
DWRE,"Demandware, Inc.",Technology,Application Software,WIKI/DWRE,stocks/dwre,3
DWSN,Dawson Geophysical Company,Basic Materials,Oil & Gas Equipment & Services,WIKI/DWSN,stocks/dwsn,1
DX,Dynex Capital Inc.,Financial,REIT - Residential,NA,stocks/dx,
DXCM,"DexCom, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/DXCM,stocks/dxcm,2
DXLG,"Destination XL Group, Inc.",Services,Apparel Stores,WIKI/DXLG,stocks/dxlg,3
DXM,"Dex Media, Inc.",Services,Marketing Services,WIKI/DXM,NA,2
DXPE,"DXP Enterprises, Inc.",Services,Industrial Equipment Wholesale,WIKI/DXPE,stocks/dxpe,2
DXR,Daxor Corp.,Healthcare,Medical Instruments & Supplies,NA,stocks/dxr,
DY,Dycom Industries Inc.,Industrial Goods,Heavy Construction,WIKI/DY,stocks/dy,2
DYAX,Dyax Corp.,Healthcare,Biotechnology,WIKI/DYAX,stocks/dyax,2
DYII,Dynacq Healthcare Inc.,Healthcare,Hospitals,NA,stocks/dyii,
DYNIQ,DYNEGY INC NEW,,,NA,stocks/dyniq,
DYSL,Dynasil Corporation of America,Technology,Scientific & Technical Instruments,NA,stocks/dysl,
EAC,Erickson Incorporated,Industrial Goods,Aerospace/Defense - Major Diversified,WIKI/EAC,stocks/eac,2
EA,Electronic Arts Inc.,Technology,Multimedia & Graphics Software,WIKI/EA,stocks/ea,2
EBF,Ennis Inc.,Consumer Goods,Office Supplies,WIKI/EBF,stocks/ebf,3
EAT,"Brinker International, Inc.",Services,Restaurants,WIKI/EAT,stocks/eat,3
EBIX,Ebix Inc.,Technology,Business Software & Services,WIKI/EBIX,stocks/ebix,1
EBAY,eBay Inc.,Services,"Specialty Retail, Other",WIKI/EBAY,stocks/ebay,2
EBMT,"Eagle Bancorp Montana, Inc.",Financial,Regional - Pacific Banks,NA,stocks/ebmt,
EBSB,"Meridian Interstate Bancorp, Inc.",Financial,Savings & Loans,WIKI/EBSB,stocks/ebsb,2
EBTC,Enterprise Bancorp Inc.,Financial,Savings & Loans,WIKI/EBTC,stocks/ebtc,2
EBS,"Emergent BioSolutions, Inc.",Healthcare,Biotechnology,WIKI/EBS,stocks/ebs,2
ECHO,"Echo Global Logistics, Inc.",Services,Trucking,WIKI/ECHO,stocks/echo,2
ECL,Ecolab Inc.,Consumer Goods,Cleaning Products,WIKI/ECL,stocks/ecl,2
ECOL,"US Ecology, Inc.",Industrial Goods,Waste Management,WIKI/ECOL,stocks/ecol,2
ECOM,ChannelAdvisor Corporation,Technology,Application Software,WIKI/ECOM,stocks/ecom,2
ECTE,"Echo Therapeutics, Inc.",Healthcare,Drug Manufacturers - Major,NA,stocks/ecte,
ECTY,"ECOtality, Inc.",,,NA,stocks/ecty,
ECYT,"Endocyte, Inc.",Healthcare,Biotechnology,WIKI/ECYT,stocks/ecyt,2
ED,"Consolidated Edison, Inc.",Utilities,Diversified Utilities,WIKI/ED,stocks/ed,3
EDGW,Edgewater Technology Inc.,Technology,Information Technology Services,NA,stocks/edgw,
EDMC,Education Management Corporation,Services,Education & Training Services,WIKI/EDMC,stocks/edmc,2
EDE,The Empire District Electric Company,Utilities,Electric Utilities,WIKI/EDE,stocks/ede,3
EDR,"Education Realty Trust, Inc.",Financial,REIT - Residential,NA,NA,
EDUC,Educational Development Corporation,Services,Publishing - Books,NA,stocks/educ,
EEI,"Ecology & Environment, Inc.",Industrial Goods,Waste Management,NA,stocks/eei,
EFC,Ellington Financial LLC,Financial,Mortgage Investment,NA,stocks/efc,
EEFT,Euronet Worldwide Inc.,Services,Business Services,WIKI/EEFT,stocks/eeft,2
EFII,"Electronics for Imaging, Inc.",Technology,Computer Peripherals,WIKI/EFII,stocks/efii,2
EFOI,"Energy Focus, Inc.",Consumer Goods,Home Furnishings & Fixtures,NA,stocks/efoi,
EFSC,Enterprise Financial Services Corp.,Financial,Regional - Southwest Banks,WIKI/EFSC,stocks/efsc,3
EFX,Equifax Inc.,Financial,Credit Services,WIKI/EFX,stocks/efx,2
EGAN,eGain Corporation,Technology,Business Software & Services,WIKI/EGAN,stocks/egan,2
EGHT,8x8 Inc.,Technology,Communication Equipment,WIKI/EGHT,stocks/eght,2
EGL,"Engility Holdings, Inc.",Services,Technical Services,WIKI/EGL,stocks/egl,3
EGN,Energen Corp.,Basic Materials,Independent Oil & Gas,WIKI/EGN,stocks/egn,3
EGOV,NIC Inc.,Technology,Application Software,WIKI/EGOV,stocks/egov,2
EGY,Vaalco Energy Inc.,Basic Materials,Independent Oil & Gas,WIKI/EGY,stocks/egy,2
EHTH,"eHealth, Inc.",Financial,Insurance Brokers,WIKI/EHTH,stocks/ehth,2
EIG,"Employers Holdings, Inc.",Financial,Accident & Health Insurance,WIKI/EIG,stocks/eig,2
ELGX,Endologix Inc.,Healthcare,Medical Instruments & Supplies,WIKI/ELGX,stocks/elgx,2
ELLI,"Ellie Mae, Inc.",Technology,Application Software,WIKI/ELLI,stocks/elli,2
ELNK,EarthLink Holdings Corp.,Technology,Telecom Services - Domestic,WIKI/ELNK,stocks/elnk,2
ELRC,Electro Rent Corporation,Services,Rental & Leasing Services,WIKI/ELRC,stocks/elrc,3
ELX,Emulex Corporation,Technology,Data Storage Devices,WIKI/ELX,stocks/elx,3
EMCI,EMC Insurance Group Inc.,Financial,Property & Casualty Insurance,WIKI/EMCI,stocks/emci,3
ELY,Callaway Golf Co.,Consumer Goods,Sporting Goods,WIKI/ELY,stocks/ely,2
EME,EMCOR Group Inc.,Industrial Goods,General Contractors,WIKI/EME,stocks/eme,3
END,Endeavour International Corporation,Basic Materials,Independent Oil & Gas,WIKI/END,stocks/end,2
ENDP,Endo International plc,Healthcare,Drug Manufacturers - Other,WIKI/ENDP,stocks/endp,2
ENH,Endurance Specialty Holdings Ltd.,Financial,Property & Casualty Insurance,WIKI/ENH,stocks/enh,2
ENR,Energizer Holdings Inc.,Consumer Goods,Personal Products,WIKI/ENR,stocks/enr,2
ENS,EnerSys,Industrial Goods,Industrial Electrical Equipment,WIKI/ENS,stocks/ens,3
ENPH,"Enphase Energy, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/ENPH,stocks/enph,2
ENSG,"The Ensign Group, Inc.",Healthcare,Long-Term Care Facilities,WIKI/ENSG,stocks/ensg,2
ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/ENTG,stocks/entg,2
ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/ENTA,stocks/enta,2
ENTR,"Entropic Communications, Inc.",Technology,Semiconductor - Broad Line,WIKI/ENTR,stocks/entr,3
ENV,"Envestnet, Inc.",Services,Business Services,WIKI/ENV,stocks/env,2
ENZN,Enzon Pharmaceuticals Inc.,Healthcare,Biotechnology,WIKI/ENZN,stocks/enzn,3
EOPN,"E2open, Inc.",Technology,Application Software,WIKI/EOPN,stocks/eopn,2
EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,WIKI/EPAM,stocks/epam,2
EPAY,Bottomline Technologies,Technology,Business Software & Services,WIKI/EPAY,stocks/epay,2
EPIQ,"Epiq Systems, Inc.",Technology,Information Technology Services,WIKI/EPIQ,stocks/epiq,2
EPM,Evolution Petroleum Corp.,Basic Materials,Independent Oil & Gas,WIKI/EPM,stocks/epm,2
EPL,"EPL Oil & Gas, Inc.",Basic Materials,Independent Oil & Gas,WIKI/EPL,stocks/epl,2
EPZM,"Epizyme, Inc.",Healthcare,Biotechnology,WIKI/EPZM,stocks/epzm,2
EQIX,"Equinix, Inc.",Technology,Internet Software & Services,WIKI/EQIX,stocks/eqix,2
EQU,Equal Energy Ltd.,Basic Materials,Independent Oil & Gas,WIKI/EQU,NA,2
ERA,Era Group Inc.,Services,"Air Services, Other",WIKI/ERA,NA,2
ERII,"Energy Recovery, Inc.",Industrial Goods,Pollution & Treatment Controls,WIKI/ERII,stocks/erii,2
ERIE,Erie Indemnity Company,Financial,Insurance Brokers,WIKI/ERIE,stocks/erie,3
ESBF,ESB Financial Corp.,Financial,Savings & Loans,WIKI/ESBF,stocks/esbf,2
ESGR,Enstar Group Limited,Financial,Property & Casualty Insurance,WIKI/ESGR,stocks/esgr,2
ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments,WIKI/ESE,stocks/ese,3
ESIO,Electro Scientific Industries Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/ESIO,stocks/esio,2
ESSA,"ESSA Bancorp, Inc.",Financial,Savings & Loans,WIKI/ESSA,stocks/essa,2
ETH,Ethan Allen Interiors Inc.,Consumer Goods,Home Furnishings & Fixtures,WIKI/ETH,stocks/eth,2
ETM,Entercom Communications Corp.,Services,Broadcasting - Radio,WIKI/ETM,stocks/etm,2
EVC,Entravision Communications Corporation,Services,Broadcasting - TV,WIKI/EVC,stocks/evc,2
EVTC,"EVERTEC, Inc.",Technology,Business Software & Services,WIKI/EVTC,stocks/evtc,2
ESL,Esterline Technologies Corp.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/ESL,stocks/esl,2
ESC,Emeritus Corp.,Healthcare,Long-Term Care Facilities,WIKI/ESC,stocks/esc,2
EVR,Evercore Partners Inc.,Financial,Asset Management,WIKI/EVR,stocks/evr,2
EWBC,"East West Bancorp, Inc.",Financial,Foreign Money Center Banks,WIKI/EWBC,stocks/ewbc,2
EV,Eaton Vance Corp.,Financial,Asset Management,WIKI/EV,stocks/ev,3
EXAC,Exactech Inc.,Healthcare,Medical Appliances & Equipment,WIKI/EXAC,stocks/exac,2
EXAS,Exact Sciences Corporation,Healthcare,Biotechnology,WIKI/EXAS,stocks/exas,2
EXAR,Exar Corp.,Technology,Semiconductor - Integrated Circuits,WIKI/EXAR,stocks/exar,3
EXAM,"ExamWorks Group, Inc.",Services,Business Services,WIKI/EXAM,stocks/exam,2
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,WIKI/EXEL,stocks/exel,3
EXH,"Exterran Holdings, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/EXH,stocks/exh,3
EXLS,"Exlservice Holdings, Inc.",Services,Business Services,WIKI/EXLS,stocks/exls,3
EXPO,Exponent Inc.,Services,Management Services,WIKI/EXPO,stocks/expo,3
EXPR,Express Inc.,Services,Apparel Stores,WIKI/EXPR,stocks/expr,2
EXP,Eagle Materials Inc.,Industrial Goods,Cement,WIKI/EXP,stocks/exp,2
EXTR,Extreme Networks Inc.,Technology,Networking & Communication Devices,WIKI/EXTR,stocks/extr,3
EXXI,Energy XXI,Basic Materials,Oil & Gas Equipment & Services,WIKI/EXXI,stocks/exxi,2
EXR,Extra Space Storage Inc.,Financial,REIT - Industrial,NA,stocks/exr,
EZPW,"EZCORP, Inc.",Services,"Specialty Retail, Other",WIKI/EZPW,stocks/ezpw,2
F,Ford Motor Co.,Consumer Goods,Auto Manufacturers - Major,WIKI/F,stocks/f,2
FABK,First Advantage Bancorp.,Financial,Regional - Southeast Banks,NA,NA,
FAC,First Acceptance Corp.,Financial,Accident & Health Insurance,NA,stocks/fac,
FAF,First American Financial Corporation,Financial,Property & Casualty Insurance,WIKI/FAF,stocks/faf,2
FALC,Falconstor Software Inc.,Technology,Application Software,NA,stocks/falc,
FANG,"Diamondback Energy, Inc.",Basic Materials,Independent Oil & Gas,WIKI/FANG,stocks/fang,2
FARM,Farmer Brothers Co.,Consumer Goods,Processed & Packaged Goods,WIKI/FARM,stocks/farm,2
FARO,FARO Technologies Inc.,Technology,Scientific & Technical Instruments,WIKI/FARO,stocks/faro,2
FAST,Fastenal Company,Services,Industrial Equipment Wholesale,WIKI/FAST,stocks/fast,3
FB,"Facebook, Inc.",Technology,Internet Information Providers,WIKI/FB,stocks/fb,2
FBC,Flagstar Bancorp Inc.,Financial,Savings & Loans,WIKI/FBC,stocks/fbc,2
FBHS,"Fortune Brands Home & Security, Inc.",Consumer Goods,Home Furnishings & Fixtures,WIKI/FBHS,stocks/fbhs,2
